chrom	chromStart	chromEnd	name	extreme_value_region_status	mappings_in_region	hyperparameter
16	50305	90066247.5	consensus independent component 54_HCC	0	809	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
16	50305	12988820.5	consensus independent component 19_Ovarian cancer	0	230	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
16	13936252	14167478.93	consensus independent component 19_Ovarian cancer	-1	3	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
16	14532982.5	90066247.5	consensus independent component 19_Ovarian cancer	0	576	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
16	50305	5079703.25	consensus independent component 105_Lymphoma	0	195	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
16	7072755	7072755	consensus independent component 105_Lymphoma	1	1	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
16	8633930.5	90066247.5	consensus independent component 105_Lymphoma	0	613	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
16	50305	5079703.25	consensus independent component 77_Multiple myeloma	0	195	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
16	7072755	7072755	consensus independent component 77_Multiple myeloma	1	1	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
16	8633930.5	90066247.5	consensus independent component 77_Multiple myeloma	0	613	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
16	50305	5079703.25	consensus independent component 87_Adrenal cancer	0	195	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
16	7072755	7072755	consensus independent component 87_Adrenal cancer	-1	1	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
16	8633930.5	61841844	consensus independent component 87_Adrenal cancer	0	337	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
16	65032926	65430399	consensus independent component 87_Adrenal cancer	1	3	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
16	66385737	90066247.5	consensus independent component 87_Adrenal cancer	0	273	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
16	50305	5079703.25	consensus independent component 35_Myelodysplastic syndrome	0	195	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
16	7072755	7072755	consensus independent component 35_Myelodysplastic syndrome	-1	1	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
16	8633930.5	90066247.5	consensus independent component 35_Myelodysplastic syndrome	0	613	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
16	50305	90066247.5	consensus independent component 133_Brain cancer	0	809	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
16	50305	90066247.5	consensus independent component 6_Melanoma	0	809	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
16	50305	90066247.5	consensus independent component 38_HNSCC	0	809	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
4	149544.5	189952031	consensus independent component 41_Gastric cancer	0	792	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
4	149544.5	32352128.5	consensus independent component 93_Sarcoma	0	162	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
4	33968116.5	33968116.5	consensus independent component 93_Sarcoma	-1	1	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
4	36145060.5	189952031	consensus independent component 93_Sarcoma	0	629	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
4	149544.5	189952031	consensus independent component 53_Prostate cancer	0	792	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
4	149544.5	189952031	consensus independent component 7_Renal cancer	0	792	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
4	149544.5	58987670.5	consensus independent component 54_HCC	0	273	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
4	61639795	61639795	consensus independent component 54_HCC	-1	1	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
4	64343419.25	189952031	consensus independent component 54_HCC	0	518	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
4	149544.5	189952031	consensus independent component 19_Ovarian cancer	0	792	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
4	149544.5	189952031	consensus independent component 105_Lymphoma	0	792	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
4	149544.5	189952031	consensus independent component 77_Multiple myeloma	0	792	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
4	149544.5	189952031	consensus independent component 87_Adrenal cancer	0	792	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
4	149544.5	189952031	consensus independent component 35_Myelodysplastic syndrome	0	792	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
4	149544.5	189952031	consensus independent component 133_Brain cancer	0	792	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
4	149544.5	189952031	consensus independent component 6_Melanoma	0	792	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
4	149544.5	189952031	consensus independent component 38_HNSCC	0	792	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
22	15762481	50741761	consensus independent component 41_Gastric cancer	0	450	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
22	15762481	15762481	consensus independent component 93_Sarcoma	-1	1	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
22	16591783.5	50741761	consensus independent component 93_Sarcoma	0	449	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
22	15762481	50741761	consensus independent component 53_Prostate cancer	0	450	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
22	15762481	50741761	consensus independent component 7_Renal cancer	0	450	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
22	15762481	50741761	consensus independent component 54_HCC	0	450	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
22	15762481	50741761	consensus independent component 19_Ovarian cancer	0	450	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
22	15762481	50741761	consensus independent component 105_Lymphoma	0	450	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
22	15762481	50741761	consensus independent component 77_Multiple myeloma	0	450	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
22	15762481	50741761	consensus independent component 87_Adrenal cancer	0	450	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
22	15762481	50741761	consensus independent component 35_Myelodysplastic syndrome	0	450	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
22	15762481	15762481	consensus independent component 133_Brain cancer	1	1	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
22	16591783.5	50741761	consensus independent component 133_Brain cancer	0	449	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
22	15762481	15762481	consensus independent component 6_Melanoma	-1	1	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
22	16591783.5	46970715.13	consensus independent component 6_Melanoma	0	409	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
22	47474204.5	47743636.5	consensus independent component 6_Melanoma	1	2	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
22	48543143	50741761	consensus independent component 6_Melanoma	0	38	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
22	15762481	50741761	consensus independent component 38_HNSCC	0	450	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
5	141061	181264823.8	consensus independent component 41_Gastric cancer	0	911	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
5	141061	181264823.8	consensus independent component 93_Sarcoma	0	911	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
5	141061	181264823.8	consensus independent component 53_Prostate cancer	0	911	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
5	141061	181264823.8	consensus independent component 7_Renal cancer	0	911	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
5	141061	103555824.5	consensus independent component 54_HCC	0	399	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
5	105099785.5	105099785.5	consensus independent component 54_HCC	-1	1	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
5	107523915	181264823.8	consensus independent component 54_HCC	0	511	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
5	141061	26959591	consensus independent component 19_Ovarian cancer	0	95	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
5	29069233	29388032	consensus independent component 19_Ovarian cancer	-1	3	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
5	31258961.75	181264823.8	consensus independent component 19_Ovarian cancer	0	813	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
5	141061	181264823.8	consensus independent component 105_Lymphoma	0	911	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
5	141061	181264823.8	consensus independent component 77_Multiple myeloma	0	911	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
5	141061	181264823.8	consensus independent component 87_Adrenal cancer	0	911	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
5	141061	181264823.8	consensus independent component 35_Myelodysplastic syndrome	0	911	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
5	141061	181264823.8	consensus independent component 133_Brain cancer	0	911	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
5	141061	181264823.8	consensus independent component 6_Melanoma	0	911	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
5	141061	181264823.8	consensus independent component 38_HNSCC	0	911	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
24	2763645.5	22318530.5	consensus independent component 41_Gastric cancer	0	30	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
24	24835069	24835069	consensus independent component 41_Gastric cancer	-1	1	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
24	2763645.5	2958907.333	consensus independent component 93_Sarcoma	1	4	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
24	6359315.5	24835069	consensus independent component 93_Sarcoma	0	27	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
24	2763645.5	2958907.333	consensus independent component 53_Prostate cancer	1	4	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
24	6359315.5	21589132.5	consensus independent component 53_Prostate cancer	0	22	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
24	22293211.5	24835069	consensus independent component 53_Prostate cancer	-1	5	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
24	2763645.5	22318530.5	consensus independent component 7_Renal cancer	0	30	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
24	24835069	24835069	consensus independent component 7_Renal cancer	1	1	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
24	2763645.5	2958907.333	consensus independent component 54_HCC	-1	4	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
24	6359315.5	21589132.5	consensus independent component 54_HCC	0	22	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
24	22293211.5	24835069	consensus independent component 54_HCC	1	5	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
24	2763645.5	2958907.333	consensus independent component 19_Ovarian cancer	0	4	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
24	6359315.5	8800350.5	consensus independent component 19_Ovarian cancer	-1	7	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
24	9612936.5	12677295	consensus independent component 19_Ovarian cancer	0	2	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
24	12781036.5	14683165.64	consensus independent component 19_Ovarian cancer	1	5	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
24	18989463.67	24835069	consensus independent component 19_Ovarian cancer	0	13	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
24	2763645.5	2958907.333	consensus independent component 105_Lymphoma	-1	4	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
24	6359315.5	24835069	consensus independent component 105_Lymphoma	0	27	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
24	2763645.5	2958907.333	consensus independent component 77_Multiple myeloma	-1	4	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
24	6359315.5	24835069	consensus independent component 77_Multiple myeloma	0	27	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
24	2763645.5	9612936.5	consensus independent component 87_Adrenal cancer	0	12	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
24	12677295	14683165.64	consensus independent component 87_Adrenal cancer	1	6	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
24	18989463.67	24835069	consensus independent component 87_Adrenal cancer	0	13	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
24	2763645.5	22318530.5	consensus independent component 35_Myelodysplastic syndrome	0	30	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
24	24835069	24835069	consensus independent component 35_Myelodysplastic syndrome	-1	1	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
24	2763645.5	24835069	consensus independent component 133_Brain cancer	0	31	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
24	2763645.5	24835069	consensus independent component 6_Melanoma	0	31	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
24	2763645.5	24835069	consensus independent component 38_HNSCC	0	31	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
12	123511	72469195	consensus independent component 41_Gastric cancer	0	640	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
12	74212903	74212903	consensus independent component 41_Gastric cancer	-1	1	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
12	74539611	133227073.5	consensus independent component 41_Gastric cancer	0	396	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
12	123511	72469195	consensus independent component 93_Sarcoma	0	640	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
12	74212903	74212903	consensus independent component 93_Sarcoma	-1	1	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
12	74539611	133227073.5	consensus independent component 93_Sarcoma	0	396	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
12	123511	72469195	consensus independent component 53_Prostate cancer	0	640	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
12	74212903	74212903	consensus independent component 53_Prostate cancer	-1	1	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
12	74539611	133227073.5	consensus independent component 53_Prostate cancer	0	396	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
12	123511	133227073.5	consensus independent component 7_Renal cancer	0	1037	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
12	123511	133227073.5	consensus independent component 54_HCC	0	1037	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
12	123511	32843795.5	consensus independent component 19_Ovarian cancer	0	275	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
12	34025398	34025398	consensus independent component 19_Ovarian cancer	-1	1	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
12	38323243.5	133227073.5	consensus independent component 19_Ovarian cancer	0	761	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
12	123511	133227073.5	consensus independent component 105_Lymphoma	0	1037	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
12	123511	72469195	consensus independent component 77_Multiple myeloma	0	640	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
12	74212903	74212903	consensus independent component 77_Multiple myeloma	1	1	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
12	74539611	133227073.5	consensus independent component 77_Multiple myeloma	0	396	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
12	123511	133227073.5	consensus independent component 87_Adrenal cancer	0	1037	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
12	123511	133227073.5	consensus independent component 35_Myelodysplastic syndrome	0	1037	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
12	123511	133227073.5	consensus independent component 133_Brain cancer	0	1037	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
12	123511	133227073.5	consensus independent component 6_Melanoma	0	1037	interval_coverage:10 interval_coverage_CI:0.95 interval_coverage_sd_ratio:3 permutations:1000 FDR:0.05 FDR_CI:0.5 state_deciding_cutoff:0.85
